Program ID,Facility Name,Town,County,Withdrawal Category,Withdrawal Type,Reporting Year,Average Day Withdrawal (MGD),Maximum Day Withdrawal (MGD),Easting,Northing
WWR0000034,Allegany State Park - Cain Hollow,Cold Spring (T),Cattaraugus,Institutional,Groundwater,2012,0,0.02,190035,4667633
WWR0000035,Allegany State Park - Long Point,Ellery (T),Chautauqua,Institutional,Groundwater,2012,0,0.02,136311,4679312
WWR0000036,Allegany State Park - Route 1 (Red House),Red House (T),Cattaraugus,Institutional,Groundwater,2012,0.03,0.07,190035,4667633
WWR0000037,Allegany Station,Hume (T),Allegany,Power - Fossil Fuel,Surface Water,2012,0.08,0.58,247870,4710135
WWR0000039,"Allenwaite Farms, Inc",Easton (T),Washington,Agricultural,Groundwater; Surface Water,2012,0.07,0.1,617419,4761893
WWR0000041,Altamont Orchards,Guilderland (T),Albany,Agricultural,Surface Water,2012,0.01,0.06,580543,4730268
WWR0000042,"Altamont, Vg",Guilderland (T),Albany,Public Water Supply,Groundwater,2012,0.17,0.33,579850,4728268
WWR0000044,Altona Correctional Facility,Altona (T),Clinton,Institutional,Groundwater,2012,0.08,0.11,605851,4971791
WWR0000045,Amawalk - Shenorock Water District,Somers (T),Westchester,Public Water Supply,Groundwater; Purchase,2012,0.04,0.08,605625,4577542
WWR0000046,"Amdur Park, Woodbury Water District #6",Woodbury (T),Orange,Public Water Supply,Groundwater,2012,0.01,0.04,569962,4578381
WWR0000194,Amenia Sand & Gravel,Amenia (T),Dutchess,Mine Dewatering,Groundwater; Surface Water,2012,0.1,2.01,623348,4633162
WWR0000047,Amenia Water District #1,Amenia (T),Dutchess,Public Water Supply,Groundwater,2012,0.12,0.23,620238,4633742
WWR0000048,American Sugar Refining Inc.,Yonkers (C),Westchester,Industrial,Surface Water; Purchase,2012,7.5,14.5,592226,4531512
WWR0000050,Amos Zittel & Sons,Eden (T),Erie,Agricultural,Groundwater; Surface Water,2012,0.03,0.1,183107,4733030
WWR0000052,AMRI Rensselaer,Rensselaer (C),Rensselaer,Industrial,Surface Water,2012,0.82,1.58,602690,4720706
WWR0000053,"Amsterdam, City",Providence (T),Saratoga,Public Water Supply,Surface Water,2012,5.5,8,566213,4754338
WWR0000055,Andes Water District #1,Andes (T),Delaware,Public Water Supply,Groundwater; Surface Water,2012,0.02,0.03,517555,4670933
WWR0000056,"Andover, Vg",Andover (T),Allegany,Public Water Supply,Groundwater; Surface Water,2012,0.13,0.2,269065,4671047
WWR0000057,"Angelica, Vg",West Almond (T),Allegany,Public Water Supply,Groundwater; Surface Water,2012,0.12,0.24,251716,4687788
WWR0000058,Anglebrook Golf Club,Somers (T),Westchester,Recreational - Golf Course,Groundwater,2012,0.15,0.45,606622,4574680
WWR0000059,"Antwerp, Vg",Antwerp (T),Jefferson,Public Water Supply,Groundwater,2012,0.05,0.08,451448,4894211
WWR0000060,Apawamis Club,Rye (C),Westchester,Recreational - Golf Course,Surface Water,2012,0.04,0.2,610232,4538017
WWR0000061,APC Paper Company of New York,Norfolk (T),St. Lawrence,Industrial,Surface Water,2012,0.21,0.3,500298,4961255
WWR0000062,Aqua Arbor,Chateaugay (T),Franklin,Other,Groundwater,2012,,,574432,4980995
WWR0000365,Aqua Arbor - Spring Water,Chateaugay (T),Franklin,Bottled/Bulk Water,Not Reported,2012,,,574430,4980997
WWR0000064,"Arcade, Vg",Freedom (T),Cattaraugus,Public Water Supply,Groundwater; Surface Water,2012,0.54,0.66,218737,4714857
WWR0000065,"Arcade, Vg, Sandusky Water",Freedom (T),Cattaraugus,Public Water Supply,Groundwater,2012,0.02,,222671,4710398
WWR0000066,Arcady Bay Association,Hague (T),Warren,Public Water Supply,Groundwater; Surface Water,2012,0.01,0.03,620978,4841425
WWR0000966,Arconic Inc,Massena (T),St. Lawrence,Industrial,Surface Water,2012,1.7,2.2,508686,4978460
WWR0000068,"Arkport, Vg",Hornellsville (T),Steuben,Public Water Supply,Groundwater; Surface Water,2012,0.09,0.1,278202,4696931
WWR0000069,Arlington High School,La Grange (T),Dutchess,Public Water Supply,Groundwater,2012,0.01,0.03,600354,4613895
WWR0000070,Arrowhead Golf Club,Cicero (T),Onondaga,Recreational - Golf Course,Surface Water,2012,0.02,0.25,416411,4775017
WWR0000071,Arthur Kill Generating Station,Richmond (T),Richmond,Power - Fossil Fuel,Surface Water,2012,420,712.8,567811,4493229
WWR0000072,Astoria Generating Station,Queens (T),Queens,Power - Fossil Fuel,Surface Water,2012,283.1,405.8,591794,4515700
WWR0000073,"Athens, Vg",Athens (T),Greene,Public Water Supply,Surface Water,2012,0.23,0.36,598083,4679612
WWR0000077,"Auburn, City",Owasco (T),Cayuga,Public Water Supply,Surface Water,2012,4.27,5.69,372241,4754549
WWR0000079,Aurora Ridge Dairy LLC,Ledyard (T),Cayuga,Agricultural,Groundwater; Surface Water,2012,0.1,0.12,364526,4733186
WWR0000080,Ausable Club,Keene (T),Essex,Recreational - Golf Course,Groundwater; Surface Water,2012,0.02,0.11,597586,4889439
WWR0000076,Au Sable Forks Water District,Jay (T),Essex,Public Water Supply,Groundwater,2012,0.14,,605331,4921479
WWR0000081,"Avoca, Vg",Avoca (T),Steuben,Public Water Supply,Groundwater,2012,0.06,0.11,300855,4698058
WWR0000082,"Avon, Vg",Livonia (T),Livingston,Public Water Supply,Surface Water,2012,0.87,1.44,275884,4754572
WWR0000083,Ayers & Gillette LLC,Pike (T),Wyoming,Agricultural,Surface Water,2012,0.04,,240402,4715952
WWR0000003,A Zimmerman & Son,Lloyd (T),Ulster,Agricultural,Surface Water,2012,,,578367,4618651
WWR0000086,Back O'Beyond,Southeast (T),Putnam,Recreational - Golf Course,Surface Water,2012,0.04,0.28,622015,4584832
WWR0000087,"Bainbridge, Vg",Bainbridge (T),Chenango,Public Water Supply,Groundwater,2012,0.22,0.31,460523,4682500
WWR0000089,"Baldwinsville, Vg",Lysander (T),Onondaga,Public Water Supply,Groundwater,2012,0.93,1.32,391560,4779329
WWR0000090,Ballston Spa Country Club,Milton (T),Saratoga,Recreational - Golf Course,Surface Water,2012,0.02,0.1,592020,4761518
WWR0000091,"Ballston Spa, Vg",Saratoga Springs (C),Saratoga,Public Water Supply,Groundwater,2012,0.88,1.26,593630,4761746
WWR0000094,Barber Family Farm,Fulton (T),Schoharie,Agricultural,Surface Water,2012,0.03,0.31,549915,4714509
WWR0000095,Bard College,Red Hook (T),Dutchess,Institutional,Surface Water,2012,0.12,0.15,590406,4652420
WWR0000267,"Barneveld, Vg",Trenton (T),Oneida,Public Water Supply,Surface Water,2012,0.03,0.04,484964,4791279
WWR0000096,Barre Stone Products,Barre (T),Orleans,Mine Dewatering,Surface Water,2012,3.8,6.5,238922,4788620
WWR0000099,Barrett - Litchfield Quarry,Litchfield (T),Herkimer,Industrial,Groundwater; Surface Water,2012,0.46,0.72,484047,4758729
WWR0000149,Barrett Paving - Boonville,Leyden (T),Lewis,Mine Dewatering,Surface Water,2012,1.49,3.52,473982,4819123
WWR0000098,Barrett Paving- Norwood Quarry,Norfolk (T),St. Lawrence,Mine Dewatering,Surface Water,2012,2.37,5.62,500657,4958517
WWR0000097,Barrett Paving- Watertown Quarry,Pamelia (T),Jefferson,Mine Dewatering,Groundwater; Surface Water,2012,1.61,3.21,427975,4878443
WWR0000101,"Batavia, City",Batavia (C),Genesee,Public Water Supply,Groundwater; Surface Water,2012,2.63,3.92,240388,4765536
WWR0000104,"Bath, Vg",Bath (T),Steuben,Public Water Supply,Groundwater,2012,0.91,1.65,309058,4689660
WWR0000105,Battle Island State Park,Granby (T),Oswego,Recreational - Golf Course,Surface Water,2012,0.22,0.34,383155,4802147
WWR0000106,"Beacon, City",Fishkill (T),Dutchess,Public Water Supply,Groundwater; Surface Water,2012,2.25,2.4,585250,4595660
WWR0000107,Beak & Skiff Apple Farms,Onondaga (T),Onondaga,Agricultural,Surface Water,2012,0.03,0.12,401284,4751466
WWR0001266,Bear Mountain Water Supply,Highlands (T),Orange,Public Water Supply,Surface Water,2012,0.16,0.38,581686,4573750
WWR0000240,Beaver Valley Water District,Catlin (T),Chemung,Public Water Supply,Groundwater,2012,0.02,0.2,342665,4681496
WWR0000108,Bedford Consolidated Improvement District #1,Bedford (T),Westchester,Public Water Supply,Groundwater,2012,0.67,1.29,608980,4566267
WWR0000113,Beekman Country Club,East Fishkill (T),Dutchess,Recreational - Golf Course,Groundwater; Surface Water,2012,0.1,0.52,601988,4605400
WWR0000114,Beekman Water Company,East Fishkill (T),Dutchess,Public Water Supply,Groundwater,2012,0.09,0.49,601988,4605400
WWR0000115,Belfast Water District,Belfast (T),Allegany,Public Water Supply,Groundwater,2012,0.03,0.16,243656,4692587
WWR0000117,"Belmont, Vg",Amity (T),Allegany,Public Water Supply,Groundwater; Surface Water,2012,0.18,0.27,249566,4678999
WWR0000118,Bend of The River Golf Course,Hadley (T),Saratoga,Recreational - Golf Course,Surface Water,2012,0.03,,594675,4795173
WWR0000119,Bergen Farms,Hector (T),Schuyler,Agricultural,Groundwater; Surface Water,2012,0.08,0.13,356437,4699076
WWR0000121,Berkshire Farm Center,Canaan (T),Columbia,Institutional,Groundwater,2012,0.04,0.1,631419,4696873
WWR0000123,Bethlehem Energy Center,Bethlehem (T),Albany,Power - Fossil Fuel,Surface Water,2012,3.2,5.28,601395,4716494
WWR0000124,Bethlehem Water District #1,New Scotland (T),Albany,Public Water Supply,Groundwater; Surface Water; Purchase,2012,5.47,8.74,595161,4719324
WWR0000127,"Big Flats, Tn",Big Flats (T),Chemung,Public Water Supply,Groundwater,2012,0.55,1.1,340115,4667255
WWR0000128,Big O Farms Inc,Elba (T),Genesee,Agricultural,Groundwater,2012,0.59,0.59,246341,4776556
WWR0000130,"Binghamton, City",Binghamton (C),Broome,Public Water Supply,Groundwater; Surface Water,2012,6,,424620,4660907
WWR0001866,Bishop Farms,Sidney (T),Delaware,Agricultural,Surface Water,2012,0.02,0.09,471148,4684789
WWR0000084,B J Farms,Easton (T),Washington,Agricultural,Surface Water,2012,0.5,,617903,4771384
WWR0000134,Blackhead Mountain Lodge & Country Club,Cairo (T),Greene,Recreational - Golf Course,Groundwater; Surface Water,2012,0.02,0.14,578121,4679630
WWR0000131,"Black River Generation, LLC (ReEnergy)",Le Ray (T),Jefferson,Power - Fossil Fuel,Surface Water; Purchase,2012,0,0,438346,4876399
WWR0000132,"Black River, Vg",Le Ray (T),Jefferson,Public Water Supply,Groundwater; Surface Water,2012,0.16,0.5,436288,4873549
WWR0000135,Blind Brook Club,Rye (T),Westchester,Recreational - Golf Course,Surface Water,2012,0.06,0.32,610438,4544341
WWR0000136,"Bloomfield, Vg",East Bloomfield (T),Ontario,Public Water Supply,Groundwater; Surface Water,2012,0.17,,302386,4752757
WWR0000137,Blooming Grove Water District #1,Blooming Grove (T),Orange,Public Water Supply,Groundwater,2012,0.22,0.28,567833,4579931
WWR0000139,"Blooming Grove Water District #2, Oxford",Blooming Grove (T),Orange,Public Water Supply,Groundwater,2012,0.01,0.02,564286,4579030
WWR0000141,"Blooming Grove Water District #3, Tomahawk",Blooming Grove (T),Orange,Public Water Supply,Groundwater,2012,0.01,0.05,565274,4584617
WWR0000140,"Blooming Grove Water District #4, Tappan",Blooming Grove (T),Orange,Public Water Supply,Groundwater,2012,0.03,0.07,567642,4583955
WWR0000138,"Blooming Grove Water District #5, Mountain View",Blooming Grove (T),Orange,Public Water Supply,Groundwater,2012,0.02,0.04,572397,4586071
WWR0000142,Blue Heron Hills Country Club,Walworth (T),Wayne,Recreational - Golf Course,Surface Water,2012,0.1,0.3,311443,4777648
WWR0000143,Blue Mountain Lake Water District #1,Indian Lake (T),Hamilton,Public Water Supply,Surface Water,2012,0.04,0.11,545309,4857252
WWR0000371,Blue Stores Mine - Cranesville,Livingston (T),Columbia,Mine Dewatering,Surface Water,2012,0.12,0.12,598746,4662455
WWR0000144,"Bluff Point Golf, LLC",Plattsburgh (T),Clinton,Recreational - Golf Course,Surface Water,2012,0.02,0.08,623690,4944352
WWR0000145,"Bolivar, Vg",Bolivar (T),Allegany,Public Water Supply,Groundwater,2012,0.17,0.42,237941,4662137
WWR0000146,Bolton Water District,Bolton (T),Warren,Public Water Supply,Surface Water,2012,0.23,0.42,608590,4823557
WWR0000620,Bonded Concrete - Gravesville Plant,Russia (T),Herkimer,Mine Dewatering,Surface Water,2012,0.21,0.36,490912,4789664
WWR0001071,Bonded Concrete - Nassau Quarry,Nassau (T),Rensselaer,Mine Dewatering,Surface Water,2012,0.21,0.36,622565,4715436
WWR0000148,Bonduelle USA - Bergen Facility,Bergen (T),Genesee,Industrial,Groundwater,2012,0.1,0.38,259892,4774488
WWR0000147,Bonduelle USA - Oakfield Facility,Oakfield (T),Genesee,Industrial,Surface Water,2012,0.18,0.78,233309,4773038
WWR0000150,"Boonville, Vg",Boonville (T),Oneida,Public Water Supply,Groundwater,2012,0.25,0.69,474443,4813654
WWR0000151,Boralex NY (ReEnergy New York),Chateaugay (T),Franklin,Power - Other,Groundwater,2012,0.07,0.34,573360,4971556
WWR0000152,Borchert Orchards,Marlborough (T),Ulster,Agricultural,Surface Water,2012,0,0,583105,4605123
WWR0000155,Brae Burn Country Club,Harrison (T),Westchester,Recreational - Golf Course,Surface Water,2012,0.1,0.52,606475,4544694
WWR0000156,Braemar Country Club,Parma (T),Monroe,Recreational - Golf Course,Surface Water,2012,0.01,0.03,275590,4789269
WWR0000160,"Brewster, Vg",Southeast (T),Putnam,Public Water Supply,Groundwater,2012,0.19,0.33,615478,4583460
WWR0000162,Brierwood Country Club,Hamburg (T),Erie,Recreational - Golf Course,Surface Water,2012,0.17,0.5,182608,4739417
WWR0000163,Brinkerhoff Water District,Fishkill (T),Dutchess,Public Water Supply,Groundwater,2012,0.28,0.5,594463,4599723
WWR0000164,Bristol Mountain,South Bristol (T),Ontario,Recreational - Snow Making,Surface Water,2012,0.61,10.08,303334,4735275
WWR0000166,"Broadalbin, Vg",Broadalbin (T),Fulton,Public Water Supply,Groundwater,2012,0.1,0.12,565394,4767619
WWR0000168,"Brocton, Vg",Portland (T),Chautauqua,Public Water Supply,Surface Water,2012,0.3,0.55,134337,4702439
WWR0000170,Brookfield Country Club,Clarence (T),Erie,Recreational - Golf Course,Groundwater; Surface Water,2012,0.14,0.45,201115,4765600
WWR0000174,Brooklyn Navy Yard,Kings (T),Kings,Power - Fossil Fuel,Surface Water; Purchase,2012,55.27,69.87,586969,4506457
WWR0000176,Brookwoods Country Club,Ontario (T),Wayne,Recreational - Golf Course,Surface Water,2012,0.09,0.11,314817,4787178
WWR0000177,Broughton Farm,Gainesville (T),Wyoming,Agricultural,Groundwater,2012,0.38,,245033,4727265
WWR0000179,"Brownville, Vg",Brownville (T),Jefferson,Public Water Supply,Groundwater; Surface Water,2012,0.16,0.26,421139,4872598
WWR0000180,Bruce Matis,Palatine (T),Montgomery,Agricultural,Groundwater; Surface Water,2012,0.02,0.02,540702,4754389
WWR0000182,Brynwood Golf Club,North Castle (T),Westchester,Recreational - Golf Course,Groundwater; Surface Water,2012,0.05,0.19,610302,4556076
WWR0000183,Buffalo River Improvement Corporation,Buffalo (C),Erie,Industrial,Surface Water,2012,6.43,9.7,184377,4751771
WWR0000184,Buffalo Water Authority,Buffalo (C),Erie,Public Water Supply,Surface Water,2012,67,84,181640,4756488
WWR0000185,"Burke, Vg",Burke (T),Franklin,Public Water Supply,Groundwater,2012,0.01,0.07,565593,4972686
WWR0000186,Burrows Paper Corporation,Little Falls (C),Herkimer,Industrial,Surface Water; Purchase,2012,0.88,1.5,510379,4764487
WWR0000188,Burrows Paper Corporation - East Mill St,Little Falls (C),Herkimer,Industrial,Surface Water; Purchase,2012,1.4,2.1,512014,4765406
WWR0000187,Burrows Paper Corporation - Lyonsdale,Lyonsdale (T),Lewis,Industrial,Groundwater; Surface Water,2012,1.75,2.24,475315,4829532
WWR0000189,Butterville Farms,Henderson (T),Jefferson,Agricultural,Groundwater,2012,0.04,0.12,410300,4853716
WWR0000191,Cahoon Farms Inc,Huron (T),Wayne,Industrial,Groundwater; Surface Water,2012,0.14,0.56,348656,4788659
WWR0000192,Cairo Water District,Cairo (T),Greene,Public Water Supply,Groundwater,2012,0.09,0.15,582440,4683631
WWR0000195,Callanan - Bethlehem Site,Coeymans (T),Albany,Mine Dewatering,Groundwater; Surface Water,2012,1.14,4.22,594108,4708389
WWR0000196,Callanan - Bridgeville Site,Thompson (T),Sullivan,Mine Dewatering,Groundwater; Surface Water,2012,0.63,3.21,531994,4608370
WWR0000200,Callanan - Cropseyville,Brunswick (T),Rensselaer,Mine Dewatering,Groundwater; Surface Water,2012,0.31,2.21,620436,4736090
WWR0000198,Callanan - East Kingston Site,Ulster (T),Ulster,Mine Dewatering,Surface Water,2012,0.54,5.99,585197,4645192
WWR0000201,Callanan - Fosterdale Site,Delaware (T),Sullivan,Mine Dewatering,Surface Water,2012,0.03,1.6,503144,4618552
WWR0000197,Callanan - Oxbow,Lincoln (T),Madison,Mine Dewatering,Surface Water,2012,2.59,3.63,440940,4763610
WWR0000199,Callanan - Pattersonville Site,Florida (T),Montgomery,Mine Dewatering,Groundwater; Surface Water,2012,0.22,2.64,572083,4750829
WWR0000202,Callanan - Port Ewen Quarry,Esopus (T),Ulster,Mine Dewatering,Surface Water,2012,0.03,3.52,583008,4639692
WWR0001750,Callanan - Wynantskill,North Greenbush (T),Rensselaer,Industrial,Surface Water,2012,1.5,3.5,613387,4726806
WWR0000422,Callannan Industries - Brockport Quarry,Sweden (T),Monroe,Mine Dewatering,Groundwater,2012,0.92,,263158,4784355
WWR0000203,Callicoon Water Company,Delaware (T),Sullivan,Public Water Supply,Groundwater; Surface Water,2012,0.13,0.3,495139,4623859
WWR0000206,"Camden, Vg",Camden (T),Oneida,Public Water Supply,Groundwater; Surface Water,2012,0.31,0.57,439497,4798413
WWR0000212,"Campbell, Tn",Campbell (T),Steuben,Public Water Supply,Groundwater,2012,0.03,0.04,318971,4677818
WWR0000209,Camp Ohr Shalom,Fallsburg (T),Sullivan,Public Water Supply,Groundwater,2012,0.01,0.01,535868,4625661
WWR0000211,"Camp Smith, NY Army National Guard",Cortlandt (T),Westchester,Institutional,Groundwater,2012,0.02,0.03,588574,4572476
WWR0000213,Canajoharie Water Works,Johnstown (T),Fulton,Public Water Supply,Surface Water,2012,0.87,1.49,535181,4752720
WWR0000215,"Canandaigua, City",Canandaigua (T),Ontario,Public Water Supply,Surface Water,2012,3.87,8.43,313680,4750859
WWR0000214,Canandaigua Country Club,Canandaigua (T),Ontario,Recreational - Golf Course,Surface Water,2012,0.03,0.13,315644,4748972
WWR0000216,"Canaseraga, Vg",Burns (T),Allegany,Public Water Supply,Groundwater; Surface Water,2012,0.09,0.11,271633,4704735
WWR0000217,"Candor, Vg",Candor (T),Tioga,Public Water Supply,Groundwater,2012,0.11,0.16,389270,4676468
WWR0000218,"Canisteo, Vg",Canisteo (T),Steuben,Public Water Supply,Groundwater,2012,0.24,0.45,285086,4683330
WWR0000219,"Canton, Vg",Pierrepont (T),St. Lawrence,Public Water Supply,Groundwater,2012,0.54,0.62,486421,4938005
WWR0000220,"Cape Vincent, Vg",Cape Vincent (T),Jefferson,Public Water Supply,Surface Water,2012,0.53,1.02,393068,4886822
WWR0000221,Capital Hills at Albany Golf Course,Albany (C),Albany,Recreational - Golf Course,Surface Water,2012,0.04,0.25,596642,4722755
WWR0001827,Cargill Salt - Cayuga Mine,Lansing (T),Tompkins,Industrial,Surface Water,2012,0.04,0.07,374818,4710664
WWR0000223,Cargill Salt - Watkins Glen,Dix (T),Schuyler,Industrial,Groundwater; Surface Water,2012,9.04,10.3,346374,4694077
WWR0000226,Carmel Water District #3,Carmel (T),Putnam,Public Water Supply,Groundwater,2012,0.1,0.15,601354,4580929
WWR0000228,Carmel Water District #8,Carmel (T),Putnam,Public Water Supply,Surface Water,2012,0.22,0.25,606707,4581173
WWR0000227,Carmel Water District #9,Carmel (T),Putnam,Public Water Supply,Groundwater,2012,0.04,0.07,603707,4581067
WWR0000230,Carsada Dairy,Malone (T),Franklin,Agricultural,Groundwater,2012,0.02,0.03,552095,4966202
WWR0000231,Carthage Energy LLC,Wilna (T),Jefferson,Power - Fossil Fuel,Surface Water,2012,0.26,11.02,450199,4870304
WWR0000296,"Carthage Paperboard, Inc",Champion (T),Jefferson,Industrial,Surface Water,2012,0.25,0.63,450475,4869665
WWR0000232,"Carthage/West Carthage, Vgs",Croghan (T),Lewis,Public Water Supply,Surface Water,2012,0.65,0.75,451431,4869809
WWR0000233,Carvel Country Club,Pine Plains (T),Dutchess,Recreational - Golf Course,Surface Water,2012,0,0,605405,4649884
WWR0000234,Cashins Farm,Root (T),Montgomery,Agricultural,Surface Water,2012,0.01,0.11,546489,4750636
WWR0000235,Casperkill Golf Club,Poughkeepsie (T),Dutchess,Recreational - Golf Course,Surface Water,2012,0.07,0.15,590132,4611445
WWR0000236,"Cassadaga, Vg",Stockton (T),Chautauqua,Public Water Supply,Groundwater,2012,0.1,0.21,144842,4696816
WWR0000237,Castleton Power,Schodack (T),Rensselaer,Power - Fossil Fuel,Groundwater; Surface Water,2012,0.11,0.29,603030,4710477
WWR0000238,"Castleton, Vg",Schodack (T),Rensselaer,Public Water Supply,Groundwater,2012,0.14,0.26,602082,4709089
WWR0000241,"Cato, Vg",Cato (T),Cayuga,Public Water Supply,Groundwater; Purchase,2012,0.02,0.02,372371,4780107
WWR0000242,Catskill Golf Club,Catskill (T),Greene,Recreational - Golf Course,Groundwater; Surface Water,2012,0.02,0.09,592109,4677077
WWR0000245,Cattaraugus County Department of Public Works,Little Valley (T),Cattaraugus,Commercial,Groundwater,2012,0.24,0.47,185343,4684303
WWR0000248,Cavalry Golf Club,Manlius (T),Onondaga,Recreational - Golf Course,Surface Water,2012,0.08,,418395,4761631
WWR0000012,Cayuga Operating Company,Lansing (T),Tompkins,Power - Fossil Fuel,Surface Water; Purchase,2012,181.54,243.36,365917,4717942
WWR0000251,"Cazenovia, Vg",Cazenovia (T),Madison,Public Water Supply,Groundwater,2012,0.24,1,430439,4753348
WWR0000254,Cedar View Golf Course,Lansing (T),Tompkins,Recreational - Golf Course,Surface Water,2012,0,0.02,365907,4720332
WWR0000256,Centennial Golf Club,Carmel (T),Putnam,Recreational - Golf Course,Groundwater; Surface Water,2012,0.07,0.4,612406,4587403
WWR0000257,Centerpointe Golf Course,Canandaigua (T),Ontario,Recreational - Golf Course,Groundwater; Surface Water,2012,0.03,0.2,310686,4754543
WWR0001204,"Central Water District (Perrysburg,Tn)",Perrysburg (T),Cattaraugus,Public Water Supply,Groundwater,2012,0.04,0.1,170887,4708063
WWR0000259,Century Country Club,Harrison (T),Westchester,Recreational - Golf Course,Surface Water,2012,0.06,0.08,607087,4543784
WWR0000262,Cha-liz Farm,Chazy (T),Clinton,Agricultural,Groundwater,2012,0.04,0.06,620768,4964885
WWR0000263,Champion Hills Country Club,Victor (T),Ontario,Recreational - Golf Course,Groundwater,2012,0.12,0.14,302429,4764446
WWR0000264,"Champlain, Vg",Champlain (T),Clinton,Public Water Supply,Groundwater,2012,0.09,0.29,622586,4982270
WWR0000266,Chase Farm,Perinton (T),Monroe,Agricultural,Surface Water,2012,0,,305879,4769027
WWR0000268,Chateaugay Correctional Facility,Chateaugay (T),Franklin,Institutional,Groundwater,2012,0.03,0.12,574474,4975127
WWR0000270,"Chateaugay, Vg",Chateaugay (T),Franklin,Public Water Supply,Surface Water,2012,0.68,,572759,4975252
WWR0000271,"Chatham, Vg",Ghent (T),Columbia,Public Water Supply,Groundwater,2012,0.25,0.35,615717,4691109
WWR0000272,Chautauqua Golf Club,Chautauqua (T),Chautauqua,Recreational - Golf Course,Surface Water,2012,0.12,0.45,130747,4682123
WWR0000274,Chautauqua Utility District,Chautauqua (T),Chautauqua,Public Water Supply,Surface Water,2012,0.16,0.68,131250,4682804
WWR0000279,"Cherry Creek, Vg",Cherry Creek (T),Chautauqua,Public Water Supply,Groundwater,2012,0.08,0.21,161982,4690507
WWR0000283,"Chester, Vg",Chester (T),Orange,Public Water Supply,Groundwater; Surface Water,2012,0.45,0.71,560819,4579189
WWR0000284,"Chestnut Hill Country Club, Inc.",Darien (T),Genesee,Recreational - Golf Course,Surface Water,2012,0.05,0.07,223011,4755342
WWR0000285,Childstock Farms,Malone (T),Franklin,Agricultural,Groundwater; Surface Water,2012,0.08,1.98,555442,4962080
WWR0000286,Chili Country Club,Chili (T),Monroe,Recreational - Golf Course,Groundwater; Surface Water,2012,0.03,0.06,273794,4770690
WWR0000019,Chobani (Agro-Farma - New Berlin),Columbus (T),Chenango,Industrial,Groundwater,2012,1.03,2.15,473487,4725904
WWR0001836,Christman's Windham House,Windham (T),Greene,Recreational - Golf Course,Groundwater,2012,0.03,0.18,559283,4683968
WWR0000287,Churchville Park Golf Course,Riga (T),Monroe,Recreational - Golf Course,Surface Water,2012,0.22,0.3,264232,4777484
WWR0000288,"Cincinnatus, Tn",Cincinnatus (T),Cortland,Public Water Supply,Groundwater,2012,0.04,0.12,426478,4710270
WWR0000290,Clarksville Water District,New Scotland (T),Albany,Public Water Supply,Groundwater,2012,0.03,0.09,589547,4720447
WWR0000291,"Clayton, Vg",Clayton (T),Jefferson,Public Water Supply,Surface Water,2012,0.16,0.27,413416,4899059
WWR0000294,"Cleveland, Vg",Vienna (T),Oneida,Public Water Supply,Groundwater,2012,0.12,0.4,427973,4787155
WWR0000295,Clifton Park Water Authority,Clifton Park (T),Saratoga,Public Water Supply,Groundwater; Purchase,2012,2.61,5.6,596250,4745812
WWR0001835,Clifton Springs Country Club,Hopewell (T),Ontario,Recreational - Golf Course,Groundwater; Surface Water,2012,0.1,0.32,325543,4756836
WWR0000299,"Clinton Erie Associates, Inc.",Tyre (T),Seneca,Agricultural,Surface Water,2012,5,15,354148,4765049
WWR0000302,"Clinton's Ditch Cooperative Co., Inc.",Cicero (T),Onondaga,Bottled/Bulk Water,Surface Water; Purchase,2012,0.4,0.61,409316,4781746
WWR0000301,"Clinton, Vg",Kirkland (T),Oneida,Public Water Supply,Groundwater,2012,0.43,0.47,469202,4766477
WWR0000303,Clover-Leaf Nursery,Colonie (T),Albany,Agricultural,Surface Water,2012,0.18,0.32,605383,4727787
WWR0000304,"Clyde, Vg",Galen (T),Wayne,Public Water Supply,Groundwater,2012,0.21,0.29,347758,4771817
WWR0000305,Clymer Water District,Clymer (T),Chautauqua,Public Water Supply,Groundwater,2012,0.11,0.2,116663,4662496
WWR0000306,Cobblestone Creek Country Club,Victor (T),Ontario,Recreational - Golf Course,Surface Water,2012,0.07,0.38,303526,4765247
WWR0000505,Cobble Stone - Falke Quarry,Lexington (T),Greene,Commercial,Surface Water,2012,0.06,0.06,548993,4680847
WWR0000671,Cobble Stone - Hancock Quarry,Hancock (T),Delaware,Commercial,Surface Water,2012,0.72,0.72,480087,4643997
WWR0001393,Cobble Stone - Schoharie Quarry,Schoharie (T),Schoharie,Industrial,Surface Water,2012,0.84,0.84,557147,4724298
WWR0000169,Cobleskill Stone Products - Broe Pit,Milford (T),Otsego,Commercial,Surface Water,2012,0.04,0.04,500722,4701942
WWR0000307,"Cobleskill, Vg",Cobleskill (T),Schoharie,Public Water Supply,Surface Water,2012,0.49,1.05,545806,4723872
WWR0000309,"Cohocton,Vg",Cohocton (T),Steuben,Public Water Supply,Groundwater,2012,0.08,0.19,294996,4708136
WWR0000310,"Cohoes, City",Cohoes (C),Albany,Public Water Supply,Surface Water,2012,2.16,4.54,606373,4736605
WWR0000311,Colarusso Quarry Co.,Greenport (T),Columbia,Mine Dewatering,Surface Water,2012,0.08,0.09,601825,4676803
WWR0000315,Cold Spring Water District,Thompson (T),Sullivan,Public Water Supply,Groundwater,2012,0.02,0.03,525857,4610258
